"","Kingdom","Phylum","Class","Order","Family","Genus","Scientific Name"
"1193","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1194","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1195","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae"
"1196","Animalia","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Ceratotherium","Ceratotherium simum"
"1197","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera tigris tigris"
"1198","Animalia","Chordata","Mammalia","Primates","Cebidae","Cebus","Cebus Capucinus"
"1199","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus virginianus"
"1200","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus albicilla"
"1201","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1202","Animalia","Chordata","Aves","Gruiformes","Gruidae","Grus","Grus americana"
"1203","Animalia","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa"
"1204","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Connochaetes","Connochaetes Taurinus"
"1205","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","Phylloscopus trochilus"
"1206","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1207","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1208","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1209","Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys","Anarrhichthys ocellatus"
"1210","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1211","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1212","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Gulo","Gulo gulo"
"1213","Animalia","Chordata","Mammalia","Diprotodontia","Vombatidae","Vombatus","Vombatus Ursinus"
"1214","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bison","Bison bison athabascae"
"1215","Animalia","Chordata","Amphibia","Anura","Ranidae","Lithobates","Lithobates sylvaticus"
"1216","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1217","Animalia","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","Armadillidium vulgare"
"1218","Animalia","Arthropoda","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata"
"1219","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1220","Animalia","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","Mammuthus Primigenius"
"1221","Animalia","Chordata","Mammalia","Primates","Atelidae","Lagothrix","Lagothrix Lagotricha"
"1222","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1223","Animalia","Chordata","Amphibia","Anura","Bufonidae","Anaxyrus","Anaxyrus Baxteri"
"1224","Animalia","Chordata","Actinopterygii","Characiformes","Characidae","Pristella","Pristella maxillaris"
"1225","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1226","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1227","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos grunniens"
"1228","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1229","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1230","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Megadyptes","Megadyptes antipodes"
"1231","Animalia","Chordata","Actinopterygii","Scombriformes","Scombridae","Thunnus","Thunnus albacares"
"1232","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1233","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus familiaris"
"1234","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1235","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1236","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1237","Animalia","Chordata","Mammalia","Perissodactyla","Equidae","Equus","Equus zebra, Equus quagga, Equus grevyi"
"1238","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Taeniopygia","Taeniopygia guttata"
"1239","Animalia","Mollusca","Bivalvia","Myida","Dreissenidae","Dreissena","Dreissena polymorpha"
"1240","Animalia","Chordata","Actinopterygii","Siluriformes","Loricariidae","Hypancistrus","Hypancistrus zebra"
"1241","Animalia","Chordata","Chondrichthyes","Orectolobiformes","Stegostomatidae","Stegostoma","Stegostoma Fasciatum"
"1242","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus indicus"
"1243","Animalia","Chordata","Mammalia","Perissodactyla","Equidae","Equus","Equus zebra x Equus asinus"
"1244","Animalia","Chordata","Mammalia","Perissodactyla","Equidae","Equus","Equus zebra x Equus caballus"
"1245","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
